loan_id,client_id,loan_amount,interest_rate,loan_date
27207,20116,270478.53,4.72,2022-04-21
27208,33740,436490.53,9.17,2025-02-10
27209,14166,339164.97,7.09,2023-10-27
27210,67151,69129.81,2.72,2023-02-01
27211,50793,138431.05,3.96,2023-10-10
27212,64472,220685.4,4.46,2023-12-10
27213,75458,54941.67,3.33,2022-04-18
27214,65571,360350.5,8.81,2024-07-07
27215,12973,429967.05,7.55,2020-11-06
27216,56200,196117.7,6.29,2024-03-17
27217,99423,329994.78,5.72,2022-05-08
27218,43576,8219.33,9.38,2024-09-18
27219,81222,249694.23,5.76,2025-03-05
27220,72893,278918.8,6.89,2021-02-10
27221,15175,326364.56,3.4,2020-11-22
27222,55622,253914.19,4.71,2020-10-26
27223,76189,64240.31,2.68,2020-07-07
27224,31011,159890.76,8.37,2022-05-30
27225,26530,395643.35,7.14,2024-11-02
27226,19106,171237.94,8.97,2021-02-15
27227,26224,407803.1,5.84,2023-05-30
27228,62912,61911.23,9.83,2021-03-06
27229,43881,356223.16,7.82,2024-06-23
27230,62149,483842.33,4.21,2023-04-04
27231,44779,39274.62,4.71,2024-05-30
27232,74178,38468.74,5.24,2024-12-30
27233,41436,334657.73,7.87,2025-02-15
27234,86363,290367.38,8.72,2022-03-25
27235,77183,108543.99,4.39,2022-01-06
27236,77013,227908.46,4.71,2021-01-25
27237,26770,365967.28,8.49,2024-07-16
27238,62932,449743.72,7.52,2024-12-27
27239,66409,145386.93,4.6,2023-03-16
27240,53661,74979.59,9.11,2023-01-03
27241,73577,179137.52,3.83,2024-03-19
27242,89660,183010.98,6.05,2020-05-19
27243,70642,217275.44,3.83,2024-06-08
27244,12779,164598.42,9.14,2022-07-20
27245,24065,46939.29,8.25,2022-09-29
27246,65959,405810.41,9.66,2023-04-02
27247,31450,277881.75,2.74,2022-09-27
27248,42497,306639.68,3.22,2020-08-24
27249,17255,334666.11,7.38,2024-11-09
27250,99018,299213.24,7.98,2024-11-30
27251,59236,157709.48,8.07,2022-08-18
27252,91955,296425.8,4.04,2024-10-18
27253,29180,47589.12,2.64,2022-11-24
27254,31863,40564.13,8.96,2023-05-13
27255,19825,311978.81,6.53,2020-07-03
27256,97400,316762.04,3.0,2021-10-16
27257,17091,177946.96,3.27,2021-01-29
27258,9075,13183.47,8.83,2021-11-06
27259,90602,153793.3,2.54,2023-04-17
27260,323,316770.08,7.47,2024-04-13
27261,85733,291606.18,7.05,2022-05-23
27262,82703,322223.41,8.76,2021-11-21
27263,52738,473380.31,2.16,2021-08-14
27264,71073,280761.32,4.61,2025-01-27
27265,67846,218063.56,6.19,2021-10-10
27266,33645,62801.88,8.86,2022-10-03
27267,59949,153075.63,6.67,2025-03-14
27268,37825,81420.21,6.02,2023-09-01
27269,13643,305318.84,8.7,2021-12-08
27270,21042,93552.36,9.18,2022-02-28
27271,49130,79454.56,7.03,2020-06-27
27272,56469,479451.75,3.84,2023-06-14
27273,11307,470397.1,4.03,2022-08-08
27274,88522,385606.01,5.74,2023-06-08
27275,81714,252438.37,5.21,2023-07-25
27276,21446,45179.23,6.6,2020-12-06
27277,29666,93654.75,3.17,2023-06-15
27278,78892,371957.34,6.96,2020-05-10
27279,21961,384751.79,3.78,2023-02-24
27280,82428,61251.95,9.88,2021-07-05
27281,25539,109860.97,6.09,2024-01-02
27282,59878,351020.35,4.8,2020-07-16
27283,79040,95409.9,2.18,2020-08-26
27284,37389,119574.71,3.92,2024-07-25
27285,91327,167490.78,5.37,2021-07-23
27286,6791,457115.23,3.97,2024-08-20
27287,3807,152513.79,5.73,2023-04-12
27288,93196,341830.13,4.22,2021-05-04
27289,64881,482027.96,8.4,2021-09-13
27290,57765,30147.07,9.7,2023-08-25
27291,603,430961.78,9.09,2021-07-12
27292,45562,256188.9,6.86,2020-05-28
27293,23594,257659.71,5.78,2023-09-24
27294,75461,9655.85,4.92,2025-02-26
27295,37722,338610.99,2.37,2024-04-09
27296,90309,151558.52,3.62,2020-04-18
27297,90065,59702.97,6.05,2024-10-26
27298,32240,446128.94,5.84,2024-06-09
27299,67619,357946.13,9.66,2021-03-28
27300,50445,212369.36,6.93,2022-11-11
27301,31280,196831.85,6.75,2022-04-21
27302,90618,487001.64,9.7,2020-06-30
27303,44439,295788.64,8.82,2022-06-23
27304,35430,161447.04,8.3,2020-06-10
27305,65362,375963.4,5.06,2023-06-19
27306,12247,297906.48,2.48,2020-11-22
27307,83323,459959.54,2.84,2020-09-11
27308,18639,291522.72,7.43,2024-05-09
27309,82719,241247.75,2.27,2020-08-08
27310,88806,175548.14,7.74,2021-04-30
27311,4185,237849.96,6.0,2020-08-03
27312,31390,120942.08,9.56,2022-05-11
27313,91539,37755.73,2.69,2021-03-18
27314,75059,138173.39,6.42,2022-11-02
27315,28270,157302.62,7.46,2023-03-02
27316,71408,104983.82,7.63,2021-11-02
27317,52966,241758.46,2.47,2020-08-13
27318,76620,330191.43,8.15,2022-01-10
27319,39622,331970.15,9.72,2023-12-04
27320,66835,13241.33,8.64,2022-04-12
27321,85069,410538.17,3.92,2022-12-12
27322,645,175041.24,8.8,2021-06-29
27323,84663,382320.1,5.35,2023-10-23
27324,27931,475909.62,5.81,2022-09-25
27325,55378,453210.02,7.67,2020-11-04
27326,14891,90907.6,4.44,2020-06-25
27327,92635,266762.68,6.76,2024-04-05
27328,67093,491766.22,6.92,2020-03-27
27329,26946,82624.73,4.29,2023-03-06
27330,33314,203023.64,5.06,2023-02-24
27331,23726,273382.6,2.92,2023-12-08
27332,17095,204153.73,9.27,2022-08-17
27333,89285,343932.09,5.71,2021-08-23
27334,53665,127449.88,2.82,2021-10-24
27335,50096,247546.34,7.66,2020-03-31
27336,80398,266604.43,3.86,2024-04-07
27337,8258,134251.04,2.28,2025-02-11
27338,85544,25693.2,6.45,2021-09-30
27339,12254,433067.06,2.09,2025-02-09
27340,72885,81262.41,4.07,2021-04-06
27341,61427,27394.91,3.35,2022-03-13
27342,30196,141841.95,5.13,2021-12-28
27343,59024,291267.56,2.69,2024-05-30
27344,78370,467321.44,6.23,2022-03-20
27345,80703,50766.09,7.85,2023-04-14
27346,50990,45232.33,5.6,2020-05-22
27347,46397,375406.33,9.9,2022-07-25
27348,50521,1117.54,2.93,2024-09-17
27349,41084,283705.36,9.93,2023-02-14
27350,93086,317618.48,5.79,2022-09-03
27351,69782,125332.94,9.19,2022-03-02
27352,32675,34606.18,9.25,2020-09-04
27353,10434,348918.51,8.07,2024-01-24
27354,1858,256965.91,8.64,2022-07-12
27355,18464,17703.11,7.29,2020-12-29
27356,43030,26937.62,8.53,2024-12-05
27357,91385,149751.19,4.45,2025-01-16
27358,2436,164076.3,4.65,2021-01-16
27359,62471,124173.6,7.69,2022-10-09
27360,78878,260996.13,4.92,2024-12-19
27361,93186,365080.37,2.95,2021-02-15
27362,61556,12259.55,7.33,2024-05-28
27363,25773,170065.81,4.48,2023-03-10
27364,63045,59773.92,8.14,2022-03-04
27365,28507,192633.3,5.41,2020-06-10
27366,91287,392146.03,2.09,2023-07-29
27367,6484,303388.71,5.59,2024-07-16
27368,42437,3691.57,6.03,2023-05-16
27369,9071,81069.79,6.07,2025-03-09
27370,19290,167250.09,3.8,2024-04-14
27371,47254,30364.74,8.26,2023-09-13
27372,68974,100972.6,4.28,2025-03-05
27373,70681,416049.02,7.26,2022-10-27
27374,26658,102091.96,2.19,2022-11-27
27375,63040,333771.59,8.22,2024-12-09
27376,78389,349426.65,5.95,2022-02-18
27377,60587,452909.71,4.6,2023-11-20
27378,49880,272728.2,5.41,2021-06-06
27379,1554,67870.52,3.0,2022-11-05
27380,17071,197349.86,6.2,2022-10-23
27381,18390,186832.38,6.17,2020-06-26
27382,729,345414.7,8.12,2024-08-09
27383,43501,167548.58,3.04,2022-03-10
27384,72183,8500.85,5.78,2024-11-27
27385,27987,68845.19,7.44,2021-12-12
27386,24515,50426.26,5.73,2023-07-09
27387,18500,153837.79,4.93,2024-11-28
27388,94931,342705.62,2.48,2021-05-11
27389,89994,431051.24,6.71,2024-08-22
27390,61168,113163.57,8.66,2021-10-06
27391,65546,379936.71,5.02,2024-10-12
27392,42256,294910.94,2.6,2020-06-09
27393,18828,194374.37,5.25,2022-08-23
27394,16915,225993.33,3.12,2024-12-17
27395,69482,231982.32,5.43,2022-11-12
27396,12175,140009.94,4.07,2021-11-30
27397,99339,375185.79,4.22,2022-08-22
27398,37240,70110.27,5.02,2020-07-14
27399,21813,177970.43,8.28,2023-01-12
27400,63898,199607.2,4.53,2023-04-28
27401,1061,392961.7,3.49,2021-04-20
27402,97032,401460.89,2.02,2020-05-15
27403,10494,266897.33,2.88,2021-12-14
27404,48645,478186.29,9.56,2020-12-08
27405,47195,171194.63,3.68,2025-03-18
27406,13659,123895.51,4.2,2024-03-10
27407,69112,252792.32,9.99,2021-08-23
27408,96877,425152.22,6.58,2023-04-19
27409,38741,180751.74,6.83,2022-10-13
27410,87934,323301.58,5.39,2024-01-18
27411,63871,120371.94,6.3,2023-09-13
27412,88834,149637.71,5.93,2021-05-20
27413,41213,134101.82,5.54,2021-11-17
27414,4126,134310.67,4.97,2024-06-05
27415,9130,410219.18,4.9,2020-07-11
27416,79265,424358.54,3.1,2022-01-16
27417,81747,83913.62,2.58,2024-06-15
27418,28892,249269.48,5.73,2024-11-10
27419,52218,399797.21,3.69,2024-09-11
27420,27705,490241.35,4.65,2021-01-01
27421,43620,67348.44,3.91,2024-07-14
27422,76627,414924.84,8.19,2023-03-22
27423,88084,44338.71,5.27,2021-05-18
27424,6030,478333.81,8.81,2024-03-12
27425,20017,473076.31,7.88,2024-02-21
27426,33746,8036.5,2.05,2025-01-08
27427,11340,159544.45,7.74,2021-11-09
27428,76388,109918.76,5.46,2023-06-22
27429,39902,232347.06,3.23,2022-04-23
27430,73292,472206.2,6.21,2023-05-03
27431,36190,482447.52,3.96,2024-06-01
27432,487,88281.31,9.07,2020-11-02
27433,51174,380648.73,7.23,2023-05-29
27434,48182,377651.0,8.29,2023-03-26
27435,73712,188563.29,7.43,2020-09-01
27436,37220,169569.87,9.15,2022-08-11
27437,40213,160393.98,9.1,2023-11-14
27438,83341,235079.17,2.85,2022-01-03
27439,68374,498788.59,2.14,2024-05-24
27440,75632,347780.63,2.02,2020-06-23
27441,84337,314995.48,6.36,2021-11-05
27442,94823,174389.84,3.34,2022-12-18
27443,19948,158872.98,7.44,2025-01-19
27444,1183,462822.68,5.55,2023-05-20
27445,41214,175899.27,6.63,2021-08-02
27446,14437,422711.35,7.01,2023-06-01
27447,48059,219707.9,6.79,2024-05-13
27448,71913,473732.89,4.76,2022-03-10
27449,97402,261716.11,5.78,2021-02-10
27450,10684,472765.59,7.64,2025-01-16
27451,9749,168743.53,8.3,2022-11-13
27452,86954,351413.54,6.55,2023-06-22
27453,63680,289861.58,9.76,2020-12-02
27454,17782,250337.13,4.45,2021-12-21
27455,7574,251281.3,7.48,2022-07-07
27456,73789,6832.32,8.32,2024-09-15
27457,37983,447489.04,9.52,2024-11-08
27458,86084,23320.13,7.62,2020-07-21
27459,76880,215654.33,4.2,2020-10-04
27460,61316,228129.86,9.51,2024-08-20
27461,80805,183293.91,7.97,2022-12-13
27462,64695,437298.48,5.73,2022-05-07
27463,37287,490827.12,6.75,2024-12-26
27464,23730,379337.05,7.34,2023-06-24
27465,84742,460347.35,4.07,2020-04-07
27466,23328,24368.0,3.07,2023-08-08
27467,47201,273371.04,4.77,2024-11-25
27468,29185,387790.88,5.6,2020-12-01
27469,62940,430379.33,9.43,2023-09-18
27470,17517,307702.61,3.9,2022-05-08
27471,88570,378532.07,7.74,2020-07-03
27472,94710,495480.24,2.72,2021-12-10
27473,81285,489250.19,2.6,2023-01-27
27474,22610,109127.64,9.3,2023-03-07
27475,63542,98794.61,3.53,2021-06-19
27476,54132,356253.8,6.09,2021-03-08
27477,99511,251333.67,5.31,2024-10-26
27478,98055,403668.41,3.01,2024-11-19
27479,59572,378250.25,6.39,2022-07-01
27480,10436,471752.94,5.18,2021-01-24
27481,85096,491365.03,8.19,2021-01-05
27482,91816,355418.15,8.23,2024-12-21
27483,65992,199955.15,2.14,2020-11-24
27484,44020,23980.34,2.22,2020-11-27
27485,22235,340759.06,5.69,2021-11-07
27486,90202,13179.01,5.99,2022-04-18
27487,21390,186565.68,6.9,2022-03-02
27488,73764,247536.18,5.22,2022-05-17
27489,67521,128703.36,6.7,2022-09-08
27490,50517,326225.14,3.16,2020-10-05
27491,92432,439961.67,5.8,2023-09-16
27492,47020,189087.89,5.94,2023-07-22
27493,51298,356201.94,7.52,2022-11-09
27494,10804,163918.52,6.65,2023-12-29
27495,45407,30846.58,6.8,2025-02-24
27496,83370,312742.56,2.04,2023-03-09
27497,58842,405800.01,9.74,2020-07-19
27498,71519,319886.53,4.65,2024-06-20
27499,18393,457973.83,7.94,2022-08-04
27500,15961,492398.53,8.14,2024-07-07
27501,36115,393804.39,7.05,2024-02-17
27502,84656,302161.03,3.85,2022-06-04
27503,23795,182688.06,4.21,2020-12-11
27504,65449,240556.47,6.48,2023-01-29
27505,90257,237241.87,3.6,2021-09-18
27506,91983,79272.35,8.69,2023-09-18
27507,88605,435549.36,7.36,2023-02-26
27508,47822,9362.55,7.92,2021-03-11
27509,3685,143105.57,3.99,2020-11-28
27510,53141,399296.69,8.39,2021-04-21
27511,26555,27980.38,2.11,2021-02-12
27512,38977,281419.01,2.03,2024-07-11
27513,97062,361385.31,9.3,2020-05-08
27514,84156,411020.48,4.54,2022-10-19
27515,65084,244956.09,5.4,2020-05-19
27516,55177,371380.73,2.93,2024-09-20
27517,82969,390233.98,4.04,2022-01-17
27518,20864,185178.65,6.62,2020-08-27
27519,65832,117633.18,5.41,2020-05-11
27520,39272,457804.54,2.93,2023-08-30
27521,77889,332336.14,6.5,2023-08-23
27522,4794,75299.83,4.48,2022-10-27
27523,69942,315100.05,2.11,2022-12-06
27524,31902,8725.82,7.81,2022-06-30
27525,52999,30141.27,5.99,2020-10-16
27526,5426,433701.27,8.04,2021-06-03
27527,98244,456041.45,8.94,2021-07-24
27528,37414,385149.29,6.58,2023-12-19
27529,56493,185296.47,8.65,2020-08-25
27530,64339,53713.36,2.01,2024-04-16
27531,92206,256232.89,2.45,2021-06-30
27532,52468,74005.5,8.35,2021-06-03
27533,48749,217238.24,5.26,2022-08-27
27534,69840,44077.8,3.21,2020-10-28
27535,60277,65571.62,6.81,2023-09-15
27536,12232,436895.57,2.59,2024-06-02
27537,36087,437702.94,5.37,2021-04-17
27538,59127,489730.87,8.17,2022-03-01
27539,20672,150656.23,3.46,2022-02-11
27540,8511,17896.47,3.78,2022-01-06
27541,30804,306448.45,8.05,2020-12-06
27542,15063,145085.15,2.17,2024-10-07
27543,23310,391843.5,9.66,2020-07-07
27544,85130,226882.54,8.8,2023-04-27
27545,60771,197044.75,6.45,2024-07-04
27546,94437,40563.67,6.4,2020-11-25
27547,67577,68501.04,5.38,2021-07-23
27548,16770,448284.63,9.57,2022-01-08
27549,63049,130039.31,4.21,2024-08-15
27550,78528,38068.81,6.32,2025-02-17
27551,75817,138081.96,5.86,2022-09-08
27552,43798,218715.62,6.47,2024-02-20
27553,14897,490682.67,5.29,2020-06-03
27554,27578,468646.49,6.05,2020-08-10
27555,16887,52469.05,9.8,2020-11-24
27556,58481,453390.12,5.61,2021-07-06
27557,18970,4765.56,2.05,2020-08-09
27558,90419,466429.83,2.89,2020-05-14
27559,10820,225814.0,8.51,2022-11-22
27560,77853,458400.54,5.59,2023-04-01
27561,86552,85905.75,7.51,2022-11-17
27562,39605,357846.09,5.41,2020-06-25
27563,80629,166156.97,3.73,2021-05-31
27564,25707,243947.52,4.77,2020-09-24
27565,93311,56397.74,7.17,2023-01-11
27566,56864,426406.57,5.5,2024-07-17
27567,34261,425362.64,6.57,2021-03-09
27568,58152,68796.13,6.96,2024-08-15
27569,41341,58896.3,6.66,2023-08-03
27570,27104,272429.69,8.2,2020-05-19
27571,82129,309215.68,8.41,2023-12-06
27572,12819,264039.07,5.54,2021-01-25
27573,65271,365489.54,6.88,2024-11-12
27574,73348,99325.67,4.31,2024-10-07
27575,23907,305977.36,4.26,2024-02-10
27576,96390,78118.72,8.53,2023-05-06
27577,35589,288729.88,8.09,2022-01-30
27578,91531,286223.83,4.01,2023-10-28
27579,7881,95605.98,6.52,2023-03-14
27580,5289,479772.44,2.64,2024-02-16
27581,71230,91632.16,3.94,2024-12-01
27582,26583,156169.9,6.92,2022-06-13
27583,58596,207949.69,9.62,2020-08-22
27584,66433,56593.88,8.17,2023-12-25
27585,49674,338337.34,2.62,2022-01-15
27586,84164,387182.27,3.08,2022-08-25
27587,27990,180218.86,8.22,2024-08-24
27588,13732,101289.24,6.74,2022-08-28
27589,3720,5083.42,3.66,2024-02-29
27590,11034,220417.23,3.98,2021-10-22
27591,28934,181481.69,6.39,2024-11-03
27592,26898,380285.04,3.06,2020-05-25
27593,20489,93676.89,3.37,2021-06-30
27594,36364,120913.45,6.07,2022-08-16
27595,2117,142319.19,2.99,2021-10-02
27596,44518,155275.01,2.3,2023-06-30
27597,28682,37561.92,9.06,2023-02-05
27598,35339,497490.33,9.35,2024-02-12
27599,45304,485695.59,8.85,2022-03-17
27600,36483,5509.92,3.62,2025-01-09
27601,71674,242847.85,4.09,2021-07-06
27602,12570,152069.56,2.63,2025-02-08
27603,74869,68387.48,3.82,2020-12-27
27604,28907,32480.18,7.72,2022-01-20
27605,48817,287589.89,5.63,2023-07-07
27606,80917,424040.61,7.55,2020-06-28
27607,65127,140727.4,7.7,2024-10-04
27608,93674,18418.04,5.69,2023-06-06
27609,602,64645.97,6.14,2023-03-06
27610,59286,302651.44,2.43,2020-07-03
27611,11889,221470.27,6.66,2024-09-08
27612,22273,206754.81,8.62,2022-03-04
27613,87902,319207.3,3.76,2025-01-01
27614,45368,357255.38,5.37,2022-05-22
27615,36947,446322.81,4.38,2020-08-13
27616,35665,396011.73,5.82,2021-06-27
27617,96910,271613.41,6.93,2024-05-30
27618,90366,79888.78,8.22,2021-07-05
27619,70053,295017.86,2.56,2020-10-21
27620,87180,250046.66,5.28,2023-08-27
27621,4281,13441.25,9.29,2020-11-24
27622,83096,420547.54,6.22,2024-12-06
27623,64448,218842.94,4.23,2022-12-25
27624,64384,399959.72,9.38,2024-02-13
27625,64514,480897.95,7.58,2023-10-19
27626,77162,488887.1,9.07,2024-09-21
27627,77858,33407.79,3.24,2021-10-16
27628,41405,94476.73,4.91,2023-12-28
27629,14632,350003.45,6.93,2022-12-24
27630,37636,159401.79,4.86,2020-07-28
27631,30158,28536.31,5.89,2021-01-02
27632,62628,117467.79,4.22,2020-08-25
27633,25454,126857.63,9.96,2024-01-20
27634,8388,76948.19,9.09,2020-11-06
27635,78492,57846.44,4.41,2022-11-02
27636,36600,255680.0,6.85,2023-10-12
27637,78480,441853.99,6.83,2022-05-22
27638,23196,441902.52,3.96,2020-05-06
27639,42724,39539.27,4.44,2023-11-20
27640,76427,468073.1,4.0,2023-10-09
27641,54108,49524.56,3.72,2021-04-27
27642,81961,143662.12,4.19,2023-06-09
27643,8583,25695.09,7.41,2023-11-25
27644,59619,455660.14,7.38,2025-03-17
27645,78837,5791.83,5.82,2022-12-06
27646,77953,137861.6,5.64,2023-07-05
27647,61553,118144.67,3.34,2024-04-07
27648,43426,496707.37,3.62,2021-06-22
27649,75780,265478.39,6.43,2020-07-12
27650,63785,133666.0,2.74,2020-12-18
27651,19305,127890.56,3.2,2022-12-24
27652,72385,46053.14,7.65,2021-08-11
27653,38019,442567.43,3.25,2024-06-11
27654,44705,228441.5,3.99,2024-05-11
27655,53861,319754.18,3.87,2025-02-12
27656,90725,184521.93,4.46,2020-12-01
27657,50112,451222.28,3.65,2024-02-04
27658,73481,146440.19,7.69,2023-11-09
27659,80450,56456.53,9.46,2024-03-13
27660,49102,140100.99,5.76,2020-08-31
27661,55246,227820.2,7.69,2023-01-04
27662,28941,120027.4,8.06,2022-09-25
27663,13314,241928.6,5.25,2024-07-14
27664,44357,437455.5,3.89,2022-01-01
27665,22633,383176.21,9.99,2022-11-12
27666,99423,227420.21,9.25,2022-09-16
27667,96973,257578.78,4.27,2024-11-07
27668,88135,462039.71,6.57,2020-05-30
27669,68362,70561.6,4.48,2021-11-08
27670,27246,36684.58,8.0,2020-06-04
27671,72474,288635.63,5.71,2023-08-19
27672,18982,389727.6,7.4,2021-09-15
27673,61563,311906.18,3.6,2022-01-24
27674,62218,133850.89,4.9,2024-06-14
27675,79979,384535.35,4.03,2022-05-24
27676,43791,15900.39,3.78,2021-12-10
27677,64875,72424.4,4.97,2023-06-14
27678,67265,311643.96,9.98,2021-09-09
27679,96787,154762.53,3.1,2024-03-04
27680,72975,68528.33,5.25,2023-03-20
27681,780,46581.33,3.58,2021-05-01
27682,27393,58383.43,7.95,2024-11-22
27683,68905,431643.14,9.13,2021-03-10
27684,33924,113039.55,9.46,2024-04-14
27685,7270,64720.98,9.61,2023-07-19
27686,53508,129219.36,4.01,2021-06-06
27687,75682,470085.24,9.28,2022-08-25
27688,9084,304676.28,6.24,2022-12-02
27689,58608,186767.08,6.52,2022-06-04
27690,82120,104922.94,6.07,2023-06-24
27691,17810,295553.2,3.38,2022-05-16
27692,54802,201430.2,3.27,2021-12-12
27693,65911,401689.73,4.56,2022-08-06
27694,18012,321203.42,6.07,2022-12-10
27695,18126,74907.0,8.27,2020-09-12
27696,90181,91581.42,3.51,2021-02-10
27697,20094,195779.3,6.92,2021-01-12
27698,59049,98622.29,2.22,2023-04-01
27699,69976,254656.7,7.16,2023-11-29
27700,10051,47625.72,8.65,2023-09-15
27701,22507,347407.5,4.68,2022-04-22
27702,15821,142838.61,5.89,2023-04-16
27703,80818,130765.82,8.26,2020-09-21
27704,22091,158687.91,7.85,2022-11-08
27705,36814,124267.09,6.0,2023-09-30
27706,24954,215809.12,3.82,2021-03-02
27707,67620,454413.38,9.03,2022-09-29
27708,69281,487775.59,4.81,2022-08-26
27709,93473,326488.38,6.3,2020-11-04
27710,77540,168474.63,7.0,2022-08-01
27711,54059,144553.83,5.7,2023-03-30
27712,19187,345187.33,9.61,2023-03-19
27713,67932,212256.48,5.01,2024-04-27
27714,43419,270695.92,4.21,2024-07-04
27715,75005,231482.03,6.94,2023-12-14
27716,21053,235469.76,9.64,2025-03-04
27717,25943,230615.13,4.97,2024-04-09
27718,24727,201887.13,4.84,2021-11-19
27719,931,478697.69,4.78,2023-02-25
27720,39923,152894.02,5.06,2020-06-19
27721,91159,34152.0,2.19,2022-12-06
27722,54323,352790.1,3.18,2021-04-21
27723,45432,277517.72,7.0,2022-03-22
27724,69097,494704.05,4.4,2022-10-28
27725,58428,185777.07,4.87,2024-05-10
27726,64482,80436.83,7.14,2024-02-15
27727,83432,455495.44,9.65,2023-06-10
27728,63113,436414.42,8.56,2021-07-22
27729,78377,167347.91,2.82,2022-05-17
27730,75363,446691.47,2.43,2024-02-01
27731,25045,467846.86,6.32,2021-10-17
27732,74903,99704.28,6.7,2023-06-22
27733,97086,110429.9,3.33,2023-08-24
27734,50725,127566.05,8.45,2025-02-07
27735,39237,413981.26,9.29,2022-06-05
27736,66132,48552.72,4.17,2022-06-22
27737,47174,261434.53,5.63,2023-11-04
27738,95457,173493.32,2.58,2021-08-07
27739,51723,56660.07,5.52,2022-03-23
27740,50667,362707.26,7.93,2020-10-01
27741,66423,169771.6,2.22,2022-03-28
27742,44061,452012.37,5.61,2021-12-08
27743,60492,49294.81,8.3,2024-05-01
27744,47807,60510.47,4.19,2024-05-17
27745,93284,305868.34,2.29,2023-04-23
27746,75268,127969.07,7.59,2021-05-14
27747,22414,456441.75,7.27,2023-10-14
27748,19791,478813.79,8.75,2022-01-29
27749,26674,97726.49,8.05,2022-06-03
27750,96857,239350.82,3.69,2021-01-12
27751,5109,261014.02,6.84,2022-11-02
27752,31042,4351.18,8.05,2024-04-09
27753,19224,253039.02,9.43,2024-09-06
27754,70545,495759.15,4.74,2022-10-02
27755,62272,325522.21,4.23,2023-07-15
27756,62250,331621.28,3.31,2020-12-29
27757,15591,376832.66,5.62,2024-11-04
27758,2803,148161.64,9.4,2020-09-08
27759,27508,231771.54,9.58,2024-08-19
27760,34659,273884.27,3.59,2021-10-29
27761,74656,447701.35,8.23,2023-07-06
27762,63236,374942.17,3.89,2024-01-01
27763,57709,199117.88,5.58,2020-10-21
27764,68503,142121.91,3.15,2021-04-13
27765,83903,289846.12,8.15,2023-06-29
27766,89784,82457.77,3.85,2023-01-03
27767,43625,468030.77,5.3,2025-03-09
27768,86619,449295.72,2.73,2020-08-10
27769,55249,8808.88,6.88,2020-06-20
27770,19432,81113.46,5.5,2023-04-18
27771,54379,251735.65,7.99,2023-11-24
27772,44996,292404.93,9.84,2023-12-16
27773,93364,274873.84,9.74,2023-03-24
27774,79125,359327.47,3.01,2025-01-19
27775,2958,171316.25,8.22,2023-03-27
27776,44812,458829.98,9.94,2020-07-09
27777,11531,24313.9,2.47,2023-08-28
27778,97527,409526.74,6.03,2022-12-29
27779,25655,388502.85,6.64,2024-06-07
27780,64419,319847.64,7.33,2024-01-23
27781,41367,3556.09,7.93,2024-09-25
27782,27513,454465.41,5.51,2024-04-01
27783,41947,343683.4,4.05,2023-04-09
27784,1471,41263.27,2.42,2022-03-17
27785,72854,370910.35,9.8,2020-04-06
27786,77838,143512.67,6.57,2022-05-13
27787,51790,39873.53,3.93,2021-09-19
27788,5943,64863.63,7.56,2021-01-11
27789,4595,12779.03,9.77,2022-02-07
27790,86145,250736.77,9.98,2023-07-09
27791,45551,262122.96,3.0,2020-08-22
27792,16842,228702.88,9.25,2022-01-14
27793,98866,464293.08,9.96,2023-12-11
27794,49739,312536.09,3.53,2022-12-12
27795,41240,153392.1,9.79,2023-09-20
27796,69835,243795.97,6.88,2025-01-28
27797,83776,219997.58,7.2,2022-08-11
27798,5121,405344.36,8.06,2021-03-20
27799,24475,259678.62,4.37,2023-03-02
27800,83347,121550.06,7.78,2022-12-04
27801,65638,498946.15,2.11,2021-11-21
27802,44004,298284.18,5.05,2024-06-02
27803,99825,113694.47,5.04,2020-07-09
27804,5966,320827.83,4.91,2021-02-18
27805,61636,378633.16,9.26,2025-01-14
27806,55778,437690.48,8.89,2024-08-03
27807,69893,375486.79,7.81,2021-11-17
27808,19644,372488.08,7.6,2023-07-23
27809,83077,54838.06,2.82,2022-07-01
27810,93887,47041.73,8.91,2023-12-19
27811,9277,334368.35,2.64,2024-12-20
27812,65710,226910.0,9.33,2024-06-17
27813,74116,491086.85,6.8,2022-01-28
27814,33386,78707.17,9.8,2024-02-29
27815,30003,187664.75,5.83,2022-05-02
27816,19836,296245.55,6.63,2022-02-14
27817,5430,214159.65,4.94,2022-10-07
27818,97936,38610.76,8.3,2023-11-19
27819,25060,468199.13,8.26,2023-01-05
27820,65582,180128.59,5.55,2021-12-22
27821,38968,68345.02,7.76,2023-12-08
27822,64447,22621.56,8.62,2022-04-14
27823,62612,8690.5,9.11,2021-01-12
27824,72523,268224.09,8.45,2024-07-27
27825,70013,475443.97,3.77,2024-02-11
27826,73476,474286.28,8.17,2020-06-23
27827,42434,168026.74,5.68,2023-08-05
27828,23387,487241.95,8.42,2022-10-25
27829,18173,237916.95,2.28,2022-10-16
27830,66155,122798.66,4.82,2024-12-02
27831,62397,23375.82,5.12,2024-12-15
27832,51359,391566.71,3.56,2021-10-15
27833,75464,257398.12,8.75,2023-01-10
27834,64847,50033.35,5.66,2023-05-22
27835,73938,196156.85,3.56,2022-08-31
27836,53149,221598.16,6.19,2024-03-30
27837,377,262116.34,4.83,2022-12-28
27838,47086,175638.63,2.55,2020-08-04
27839,57025,230468.91,3.02,2025-03-10
27840,95617,496474.89,5.66,2024-05-25
27841,10318,372236.65,9.25,2024-11-03
